#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   179    0.50905E+04   -0.34465E+02    0.10453E-05   -0.34465E+02    0.77128E+00   -0.33896E-08    0.10453E-05   -0.33896E-08    0.17416E-11
   180    0.51130E+04   -0.33734E+02    0.10303E-05   -0.33734E+02    0.76116E+00   -0.33204E-08    0.10303E-05   -0.33204E-08    0.17126E-11
   181    0.51350E+04   -0.32979E+02    0.10155E-05   -0.32979E+02    0.75119E+00   -0.32481E-08    0.10155E-05   -0.32481E-08    0.16842E-11
   182    0.51565E+04   -0.32196E+02    0.10011E-05   -0.32196E+02    0.74146E+00   -0.31729E-08    0.10011E-05   -0.31729E-08    0.16564E-11
   183    0.51775E+04   -0.31387E+02    0.98695E-06   -0.31387E+02    0.73189E+00   -0.30950E-08    0.98695E-06   -0.30950E-08    0.16292E-11
   184    0.51981E+04   -0.30552E+02    0.97307E-06   -0.30552E+02    0.72255E+00   -0.30146E-08    0.97307E-06   -0.30146E-08    0.16026E-11
   185    0.52183E+04   -0.29693E+02    0.95945E-06   -0.29693E+02    0.71359E+00   -0.29319E-08    0.95945E-06   -0.29319E-08    0.15765E-11
   186    0.52377E+04   -0.28807E+02    0.94608E-06   -0.28807E+02    0.70486E+00   -0.28472E-08    0.94608E-06   -0.28472E-08    0.15510E-11
   187    0.52569E+04   -0.27896E+02    0.93296E-06   -0.27896E+02    0.69651E+00   -0.27608E-08    0.93296E-06   -0.27608E-08    0.15260E-11
   188    0.52755E+04   -0.26960E+02    0.92008E-06   -0.26960E+02    0.68852E+00   -0.26728E-08    0.92008E-06   -0.26728E-08    0.15015E-11
   189    0.52936E+04   -0.25999E+02    0.90744E-06   -0.25999E+02    0.68093E+00   -0.25834E-08    0.90744E-06   -0.25834E-08    0.14775E-11
   190    0.53115E+04   -0.25014E+02    0.89503E-06   -0.25014E+02    0.67379E+00   -0.24930E-08    0.89503E-06   -0.24930E-08    0.14541E-11
   191    0.53286E+04   -0.24003E+02    0.88283E-06   -0.24003E+02    0.66712E+00   -0.24017E-08    0.88283E-06   -0.24017E-08    0.14310E-11
   192    0.53452E+04   -0.22968E+02    0.87085E-06   -0.22968E+02    0.66094E+00   -0.23098E-08    0.87085E-06   -0.23098E-08    0.14085E-11
   193    0.53613E+04   -0.21910E+02    0.85907E-06   -0.21910E+02    0.65529E+00   -0.22174E-08    0.85907E-06   -0.22174E-08    0.13864E-11
   194    0.53770E+04   -0.20828E+02    0.84750E-06   -0.20828E+02    0.65021E+00   -0.21249E-08    0.84750E-06   -0.21249E-08    0.13647E-11
   195    0.53921E+04   -0.19723E+02    0.83611E-06   -0.19723E+02    0.64573E+00   -0.20324E-08    0.83611E-06   -0.20324E-08    0.13435E-11
   196    0.54066E+04   -0.18595E+02    0.82491E-06   -0.18595E+02    0.64189E+00   -0.19402E-08    0.82491E-06   -0.19402E-08    0.13227E-11
   197    0.54207E+04   -0.17444E+02    0.81389E-06   -0.17444E+02    0.63873E+00   -0.18485E-08    0.81389E-06   -0.18485E-08    0.13023E-11
   198    0.54342E+04   -0.16272E+02    0.80304E-06   -0.16272E+02    0.63627E+00   -0.17576E-08    0.80304E-06   -0.17576E-08    0.12823E-11
   199    0.54473E+04   -0.15077E+02    0.79235E-06   -0.15077E+02    0.63455E+00   -0.16676E-08    0.79235E-06   -0.16676E-08    0.12626E-11
   200    0.54598E+04   -0.13861E+02    0.78182E-06   -0.13861E+02    0.63360E+00   -0.15788E-08    0.78182E-06   -0.15788E-08    0.12433E-11
   201    0.54718E+04   -0.12624E+02    0.77144E-06   -0.12624E+02    0.63348E+00   -0.14914E-08    0.77144E-06   -0.14914E-08    0.12243E-11
   202    0.54832E+04   -0.11366E+02    0.76121E-06   -0.11366E+02    0.63419E+00   -0.14054E-08    0.76121E-06   -0.14054E-08    0.12057E-11
   203    0.54940E+04   -0.10087E+02    0.75113E-06   -0.10087E+02    0.63579E+00   -0.13208E-08    0.75113E-06   -0.13208E-08    0.11875E-11
   204    0.55042E+04   -0.87900E+01    0.74119E-06   -0.87900E+01    0.63830E+00   -0.12376E-08    0.74119E-06   -0.12376E-08    0.11695E-11
   205    0.55139E+04   -0.74725E+01    0.73139E-06   -0.74725E+01    0.64177E+00   -0.11557E-08    0.73139E-06   -0.11557E-08    0.11519E-11
   206    0.55229E+04   -0.61359E+01    0.72173E-06   -0.61359E+01    0.64623E+00   -0.10751E-08    0.72173E-06   -0.10751E-08    0.11346E-11
   207    0.55314E+04   -0.47806E+01    0.71222E-06   -0.47806E+01    0.65170E+00   -0.99587E-09    0.71222E-06   -0.99587E-09    0.11177E-11
   208    0.55391E+04   -0.34072E+01    0.70284E-06   -0.34072E+01    0.65824E+00   -0.91792E-09    0.70284E-06   -0.91792E-09    0.11010E-11
   209    0.55463E+04   -0.20159E+01    0.69359E-06   -0.20159E+01    0.66587E+00   -0.84125E-09    0.69359E-06   -0.84125E-09    0.10846E-11
   210    0.55529E+04   -0.60771E+00    0.68448E-06   -0.60771E+00    0.67464E+00   -0.76583E-09    0.68448E-06   -0.76583E-09    0.10686E-11
   211    0.55589E+04    0.81739E+00    0.67551E-06    0.81739E+00    0.68457E+00   -0.69164E-09    0.67551E-06   -0.69164E-09    0.10529E-11
   212    0.55641E+04    0.22585E+01    0.66666E-06    0.22585E+01    0.69570E+00   -0.61867E-09    0.66666E-06   -0.61867E-09    0.10374E-11
   213    0.55689E+04    0.37155E+01    0.65795E-06    0.37155E+01    0.70806E+00   -0.54691E-09    0.65795E-06   -0.54691E-09    0.10223E-11
   214    0.55730E+04    0.51875E+01    0.64936E-06    0.51875E+01    0.72166E+00   -0.47632E-09    0.64936E-06   -0.47632E-09    0.10074E-11
   215    0.55765E+04    0.66735E+01    0.64090E-06    0.66735E+01    0.73668E+00   -0.40689E-09    0.64090E-06   -0.40689E-09    0.99278E-12
   216    0.55793E+04    0.81741E+01    0.63256E-06    0.81741E+01    0.75294E+00   -0.33860E-09    0.63256E-06   -0.33860E-09    0.97846E-12
   217    0.55816E+04    0.96874E+01    0.62434E-06    0.96874E+01    0.77058E+00   -0.27144E-09    0.62434E-06   -0.27144E-09    0.96442E-12
   218    0.55832E+04    0.11213E+02    0.61625E-06    0.11213E+02    0.78962E+00   -0.20538E-09    0.61625E-06   -0.20538E-09    0.95063E-12
   219    0.55843E+04    0.12753E+02    0.60827E-06    0.12753E+02    0.81005E+00   -0.14041E-09    0.60827E-06   -0.14041E-09    0.93711E-12
   220    0.55848E+04    0.14303E+02    0.60042E-06    0.14303E+02    0.83201E+00   -0.76499E-10    0.60042E-06   -0.76499E-10    0.92385E-12
   221    0.55846E+04    0.15864E+02    0.59267E-06    0.15864E+02    0.85544E+00   -0.13637E-10    0.59267E-06   -0.13637E-10    0.91084E-12
   222    0.55839E+04    0.17435E+02    0.58504E-06    0.17435E+02    0.88048E+00    0.48197E-10    0.58504E-06    0.48197E-10    0.89807E-12
   223    0.55825E+04    0.19017E+02    0.57753E-06    0.19017E+02    0.90705E+00    0.10902E-09    0.57753E-06    0.10902E-09    0.88555E-12
   224    0.55806E+04    0.20606E+02    0.57012E-06    0.20606E+02    0.93515E+00    0.16886E-09    0.57012E-06    0.16886E-09    0.87327E-12
   225    0.55780E+04    0.22206E+02    0.56283E-06    0.22206E+02    0.96494E+00    0.22772E-09    0.56283E-06    0.22772E-09    0.86122E-12
   226    0.55749E+04    0.23812E+02    0.55564E-06    0.23812E+02    0.99641E+00    0.28563E-09    0.55564E-06    0.28563E-09    0.84939E-12
   227    0.55711E+04    0.25426E+02    0.54855E-06    0.25426E+02    0.10296E+01    0.34261E-09    0.54855E-06    0.34261E-09    0.83780E-12
   228    0.55668E+04    0.27046E+02    0.54157E-06    0.27046E+02    0.10644E+01    0.39867E-09    0.54157E-06    0.39867E-09    0.82641E-12
   229    0.55618E+04    0.28672E+02    0.53470E-06    0.28672E+02    0.11010E+01    0.45384E-09    0.53470E-06    0.45384E-09    0.81525E-12
   230    0.55563E+04    0.30303E+02    0.52792E-06    0.30303E+02    0.11393E+01    0.50813E-09    0.52792E-06    0.50813E-09    0.80429E-12
   231    0.55500E+04    0.31939E+02    0.52124E-06    0.31939E+02    0.11794E+01    0.56157E-09    0.52124E-06    0.56157E-09    0.79354E-12
   232    0.55432E+04    0.33579E+02    0.51466E-06    0.33579E+02    0.12213E+01    0.61416E-09    0.51466E-06    0.61416E-09    0.78298E-12
   233    0.55359E+04    0.35221E+02    0.50817E-06    0.35221E+02    0.12652E+01    0.66594E-09    0.50817E-06    0.66594E-09    0.77263E-12
   234    0.55278E+04    0.36866E+02    0.50178E-06    0.36866E+02    0.13109E+01    0.71692E-09    0.50178E-06    0.71692E-09    0.76246E-12
   235    0.55192E+04    0.38512E+02    0.49548E-06    0.38512E+02    0.13585E+01    0.76711E-09    0.49548E-06    0.76711E-09    0.75248E-12
   236    0.55099E+04    0.40160E+02    0.48927E-06    0.40160E+02    0.14080E+01    0.81655E-09    0.48927E-06    0.81655E-09    0.74268E-12
   237    0.55000E+04    0.41807E+02    0.48315E-06    0.41807E+02    0.14594E+01    0.86523E-09    0.48315E-06    0.86523E-09    0.73305E-12
   238    0.54896E+04    0.43455E+02    0.47711E-06    0.43455E+02    0.15129E+01    0.91320E-09    0.47711E-06    0.91320E-09    0.72360E-12
   239    0.54786E+04    0.45102E+02    0.47116E-06    0.45102E+02    0.15683E+01    0.96046E-09    0.47116E-06    0.96046E-09    0.71431E-12
   240    0.54668E+04    0.46745E+02    0.46530E-06    0.46745E+02    0.16256E+01    0.10070E-08    0.46530E-06    0.10070E-08    0.70518E-12
   241    0.54547E+04    0.48387E+02    0.45951E-06    0.48387E+02    0.16851E+01    0.10529E-08    0.45951E-06    0.10529E-08    0.69621E-12
   242    0.54419E+04    0.50025E+02    0.45381E-06    0.50025E+02    0.17465E+01    0.10982E-08    0.45381E-06    0.10982E-08    0.68740E-12
   243    0.54286E+04    0.51659E+02    0.44818E-06    0.51659E+02    0.18101E+01    0.11428E-08    0.44818E-06    0.11428E-08    0.67873E-12
   244    0.54146E+04    0.53289E+02    0.44263E-06    0.53289E+02    0.18756E+01    0.11868E-08    0.44263E-06    0.11868E-08    0.67021E-12
   245    0.54001E+04    0.54913E+02    0.43716E-06    0.54913E+02    0.19433E+01    0.12303E-08    0.43716E-06    0.12303E-08    0.66182E-12
   246    0.53850E+04    0.56531E+02    0.43176E-06    0.56531E+02    0.20131E+01    0.12731E-08    0.43176E-06    0.12731E-08    0.65356E-12
   247    0.53694E+04    0.58142E+02    0.42643E-06    0.58142E+02    0.20849E+01    0.13154E-08    0.42643E-06    0.13154E-08    0.64544E-12
   248    0.53533E+04    0.59745E+02    0.42117E-06    0.59745E+02    0.21592E+01    0.13572E-08    0.42117E-06    0.13572E-08    0.63744E-12
   249    0.53366E+04    0.61341E+02    0.41598E-06    0.61341E+02    0.22353E+01    0.13984E-08    0.41598E-06    0.13984E-08    0.62956E-12
   250    0.53194E+04    0.62927E+02    0.41085E-06    0.62927E+02    0.23137E+01    0.14392E-08    0.41085E-06    0.14392E-08    0.62179E-12
   251    0.53018E+04    0.64504E+02    0.40579E-06    0.64504E+02    0.23942E+01    0.14794E-08    0.40579E-06    0.14794E-08    0.61413E-12
   252    0.52835E+04    0.66070E+02    0.40080E-06    0.66070E+02    0.24769E+01    0.15192E-08    0.40080E-06    0.15192E-08    0.60658E-12
   253    0.52648E+04    0.67625E+02    0.39586E-06    0.67625E+02    0.25616E+01    0.15585E-08    0.39586E-06    0.15585E-08    0.59914E-12
   254    0.52456E+04    0.69168E+02    0.39099E-06    0.69168E+02    0.26487E+01    0.15974E-08    0.39099E-06    0.15974E-08    0.59181E-12
   255    0.52259E+04    0.70699E+02    0.38619E-06    0.70699E+02    0.27378E+01    0.16358E-08    0.38619E-06    0.16358E-08    0.58458E-12
   256    0.52057E+04    0.72219E+02    0.38144E-06    0.72219E+02    0.28293E+01    0.16737E-08    0.38144E-06    0.16737E-08    0.57745E-12
   257    0.51851E+04    0.73719E+02    0.37675E-06    0.73719E+02    0.29228E+01    0.17112E-08    0.37675E-06    0.17112E-08    0.57042E-12
   258    0.51639E+04    0.75211E+02    0.37213E-06    0.75211E+02    0.30186E+01    0.17482E-08    0.37213E-06    0.17482E-08    0.56350E-12
   259    0.51423E+04    0.76681E+02    0.36756E-06    0.76681E+02    0.31166E+01    0.17848E-08    0.36756E-06    0.17848E-08    0.55668E-12
   260    0.51204E+04    0.78144E+02    0.36305E-06    0.78144E+02    0.32167E+01    0.18209E-08    0.36305E-06    0.18209E-08    0.54995E-12
   261    0.50979E+04    0.79578E+02    0.35860E-06    0.79578E+02    0.33190E+01    0.18566E-08    0.35860E-06    0.18566E-08    0.54333E-12
   262    0.50749E+04    0.81004E+02    0.35421E-06    0.81004E+02    0.34236E+01    0.18918E-08    0.35421E-06    0.18918E-08    0.53680E-12
   263    0.50517E+04    0.82415E+02    0.34987E-06    0.82415E+02    0.35303E+01    0.19266E-08    0.34987E-06    0.19266E-08    0.53036E-12
   264    0.50280E+04    0.83805E+02    0.34559E-06    0.83805E+02    0.36392E+01    0.19610E-08    0.34559E-06    0.19610E-08    0.52402E-12
   265    0.50037E+04    0.85165E+02    0.34137E-06    0.85165E+02    0.37502E+01    0.19949E-08    0.34137E-06    0.19949E-08    0.51777E-12
   266    0.49792E+04    0.86518E+02    0.33720E-06    0.86518E+02    0.38636E+01    0.20285E-08    0.33720E-06    0.20285E-08    0.51161E-12
   267    0.49541E+04    0.87841E+02    0.33308E-06    0.87841E+02    0.39789E+01    0.20616E-08    0.33308E-06    0.20616E-08    0.50554E-12
   268    0.49287E+04    0.89150E+02    0.32902E-06    0.89150E+02    0.40966E+01    0.20943E-08    0.32902E-06    0.20943E-08    0.49957E-12
   269    0.49027E+04    0.90437E+02    0.32501E-06    0.90437E+02    0.42163E+01    0.21265E-08    0.32501E-06    0.21265E-08    0.49368E-12
   270    0.48765E+04    0.91702E+02    0.32105E-06    0.91702E+02    0.43381E+01    0.21584E-08    0.32105E-06    0.21584E-08    0.48787E-12
   271    0.48499E+04    0.92945E+02    0.31714E-06    0.92945E+02    0.44619E+01    0.21898E-08    0.31714E-06    0.21898E-08    0.48215E-12
   272    0.48230E+04    0.94158E+02    0.31328E-06    0.94158E+02    0.45881E+01    0.22209E-08    0.31328E-06    0.22209E-08    0.47652E-12
   273    0.47957E+04    0.95357E+02    0.30947E-06    0.95357E+02    0.47160E+01    0.22515E-08    0.30947E-06    0.22515E-08    0.47097E-12
   274    0.47681E+04    0.96519E+02    0.30571E-06    0.96519E+02    0.48463E+01    0.22818E-08    0.30571E-06    0.22818E-08    0.46550E-12
   275    0.47401E+04    0.97667E+02    0.30200E-06    0.97667E+02    0.49784E+01    0.23116E-08    0.30200E-06    0.23116E-08    0.46011E-12
   276    0.47119E+04    0.98777E+02    0.29834E-06    0.98777E+02    0.51125E+01    0.23411E-08    0.29834E-06    0.23411E-08    0.45480E-12
   277    0.46833E+04    0.99874E+02    0.29472E-06    0.99874E+02    0.52487E+01    0.23702E-08    0.29472E-06    0.23702E-08    0.44957E-12
   278    0.46544E+04    0.10093E+03    0.29115E-06    0.10093E+03    0.53869E+01    0.23989E-08    0.29115E-06    0.23989E-08    0.44441E-12
   279    0.46253E+04    0.10196E+03    0.28762E-06    0.10196E+03    0.55269E+01    0.24272E-08    0.28762E-06    0.24272E-08    0.43933E-12
   280    0.45958E+04    0.10298E+03    0.28414E-06    0.10298E+03    0.56689E+01    0.24552E-08    0.28414E-06    0.24552E-08    0.43433E-12
   281    0.45662E+04    0.10396E+03    0.28071E-06    0.10396E+03    0.58128E+01    0.24828E-08    0.28071E-06    0.24828E-08    0.42940E-12
   282    0.45362E+04    0.10491E+03    0.27731E-06    0.10491E+03    0.59584E+01    0.25100E-08    0.27731E-06    0.25100E-08    0.42454E-12
   283    0.45060E+04    0.10583E+03    0.27397E-06    0.10583E+03    0.61059E+01    0.25368E-08    0.27397E-06    0.25368E-08    0.41975E-12
   284    0.44756E+04    0.10672E+03    0.27066E-06    0.10672E+03    0.62553E+01    0.25633E-08    0.27066E-06    0.25633E-08    0.41503E-12
   285    0.44449E+04    0.10758E+03    0.26739E-06    0.10758E+03    0.64064E+01    0.25894E-08    0.26739E-06    0.25894E-08    0.41038E-12
   286    0.44140E+04    0.10841E+03    0.26417E-06    0.10841E+03    0.65593E+01    0.26152E-08    0.26417E-06    0.26152E-08    0.40580E-12
   287    0.43829E+04    0.10921E+03    0.26098E-06    0.10921E+03    0.67138E+01    0.26406E-08    0.26098E-06    0.26406E-08    0.40128E-12
   288    0.43516E+04    0.10998E+03    0.25783E-06    0.10998E+03    0.68700E+01    0.26657E-08    0.25783E-06    0.26657E-08    0.39682E-12
   289    0.43200E+04    0.11072E+03    0.25473E-06    0.11072E+03    0.70278E+01    0.26904E-08    0.25473E-06    0.26904E-08    0.39243E-12
   290    0.42884E+04    0.11143E+03    0.25166E-06    0.11143E+03    0.71870E+01    0.27148E-08    0.25166E-06    0.27148E-08    0.38811E-12
   291    0.42566E+04    0.11209E+03    0.24863E-06    0.11209E+03    0.73485E+01    0.27389E-08    0.24863E-06    0.27389E-08    0.38384E-12
   292    0.42243E+04    0.11273E+03    0.24563E-06    0.11273E+03    0.75111E+01    0.27626E-08    0.24563E-06    0.27626E-08    0.37963E-12
   293    0.41922E+04    0.11333E+03    0.24267E-06    0.11333E+03    0.76743E+01    0.27860E-08    0.24267E-06    0.27860E-08    0.37549E-12
   294    0.41598E+04    0.11391E+03    0.23975E-06    0.11391E+03    0.78398E+01    0.28091E-08    0.23975E-06    0.28091E-08    0.37140E-12
   295    0.41274E+04    0.11444E+03    0.23686E-06    0.11444E+03    0.80060E+01    0.28319E-08    0.23686E-06    0.28319E-08    0.36736E-12
   296    0.40948E+04    0.11495E+03    0.23400E-06    0.11495E+03    0.81744E+01    0.28543E-08    0.23400E-06    0.28543E-08    0.36338E-12
   297    0.40621E+04    0.11542E+03    0.23118E-06    0.11542E+03    0.83428E+01    0.28764E-08    0.23118E-06    0.28764E-08    0.35946E-12
   298    0.40292E+04    0.11585E+03    0.22839E-06    0.11585E+03    0.85133E+01    0.28982E-08    0.22839E-06    0.28982E-08    0.35558E-12
   299    0.39963E+04    0.11625E+03    0.22563E-06    0.11625E+03    0.86854E+01    0.29197E-08    0.22563E-06    0.29197E-08    0.35176E-12
   300    0.39632E+04    0.11660E+03    0.22290E-06    0.11660E+03    0.88574E+01    0.29409E-08    0.22290E-06    0.29409E-08    0.34799E-12
   301    0.39301E+04    0.11693E+03    0.22021E-06    0.11693E+03    0.90309E+01    0.29618E-08    0.22021E-06    0.29618E-08    0.34427E-12
   302    0.38969E+04    0.11723E+03    0.21754E-06    0.11723E+03    0.92051E+01    0.29824E-08    0.21754E-06    0.29824E-08    0.34059E-12
   303    0.38637E+04    0.11749E+03    0.21491E-06    0.11749E+03    0.93808E+01    0.30027E-08    0.21491E-06    0.30027E-08    0.33696E-12
   304    0.38304E+04    0.11770E+03    0.21230E-06    0.11770E+03    0.95580E+01    0.30226E-08    0.21230E-06    0.30226E-08    0.33339E-12
   305    0.37971E+04    0.11788E+03    0.20972E-06    0.11788E+03    0.97351E+01    0.30422E-08    0.20972E-06    0.30422E-08    0.32985E-12
   306    0.37638E+04    0.11803E+03    0.20717E-06    0.11803E+03    0.99130E+01    0.30615E-08    0.20717E-06    0.30615E-08    0.32637E-12
   307    0.37304E+04    0.11813E+03    0.20466E-06    0.11813E+03    0.10092E+02    0.30805E-08    0.20466E-06    0.30805E-08    0.32292E-12
   308    0.36971E+04    0.11821E+03    0.20217E-06    0.11821E+03    0.10272E+02    0.30990E-08    0.20217E-06    0.30990E-08    0.31953E-12
   309    0.36638E+04    0.11824E+03    0.19970E-06    0.11824E+03    0.10452E+02    0.31172E-08    0.19970E-06    0.31172E-08    0.31618E-12
   310    0.36304E+04    0.11824E+03    0.19727E-06    0.11824E+03    0.10633E+02    0.31351E-08    0.19727E-06    0.31351E-08    0.31287E-12
   311    0.35971E+04    0.11820E+03    0.19487E-06    0.11820E+03    0.10815E+02    0.31525E-08    0.19487E-06    0.31525E-08    0.30961E-12
   312    0.35639E+04    0.11813E+03    0.19249E-06    0.11813E+03    0.10996E+02    0.31696E-08    0.19249E-06    0.31696E-08    0.30638E-12
   313    0.35307E+04    0.11801E+03    0.19014E-06    0.11801E+03    0.11179E+02    0.31862E-08    0.19014E-06    0.31862E-08    0.30321E-12
   314    0.34976E+04    0.11786E+03    0.18782E-06    0.11786E+03    0.11362E+02    0.32025E-08    0.18782E-06    0.32025E-08    0.30007E-12
   315    0.34645E+04    0.11767E+03    0.18553E-06    0.11767E+03    0.11544E+02    0.32183E-08    0.18553E-06    0.32183E-08    0.29697E-12
   316    0.34315E+04    0.11745E+03    0.18326E-06    0.11745E+03    0.11727E+02    0.32337E-08    0.18326E-06    0.32337E-08    0.29392E-12
   317    0.33986E+04    0.11718E+03    0.18102E-06    0.11718E+03    0.11909E+02    0.32487E-08    0.18102E-06    0.32487E-08    0.29090E-12
   318    0.33658E+04    0.11688E+03    0.17881E-06    0.11688E+03    0.12093E+02    0.32633E-08    0.17881E-06    0.32633E-08    0.28793E-12
